"glcm_mean","glcm_variance","glcm_autoCorrelation","glcm_cProminence","glcm_cShade","glcm_cTendency","glcm_contrast","glcm_correlation","glcm_differenceEntropy","glcm_dissimilarity","glcm_energy","glcm_entropy","glcm_homogeneity1","glcm_homogeneity2","glcm_IDMN","glcm_IDN","glcm_inverseVariance","glcm_maxProb","glcm_sumAverage","glcm_sumEntropy","glcm_sumVariance","glrlm_GLN","glrlm_HGLRE","glrlm_LRE","glrlm_LRHGLE","glrlm_LRLGLE","glrlm_LGLRE","glrlm_RLN","glrlm_RP","glrlm_SRE","glrlm_SRHGLE","glrlm_SRLGLE","glszm_SAE","glszm_LAE","glszm_IV","glszm_SZV","glszm_ZP","glszm_LIE","glszm_HIE","glszm_LISAE","glszm_HISAE","glszm_LILAE","glszm_HILAE"
4763108,36358972236680753152,15401204,1.31981202015987e+34,-1.3854531186385e+27,1.45435888946723e+20,39960,0.999999999999999,-32763507.4413638,39960,757394622604,-20729003.6474977,1582642,1582642,1600271.41176471,1594630,39960,532868,7402780,-19808619.7034538,2.01671118714667e+20,6268.92418325555,8.56776835889132,5256.56295837699,53292.226688256,814.439658605052,0.214474460530633,772.373940375274,0.026171308777322,0.128319413603952,1.02435449695448,0.0312089851782091,0.251926164792438,91001228.9993342,371.948069241012,121.342210386152,0.00187204999445365,0.145210275188637,12.8901464713715,0.0319811136908442,3.47510320523983,8542592.11557775,1340999684.91278
3929983,22335120482533535744,12733510,5.51936666241041e+33,-7.02212843494632e+26,89340481930134093824,26954,0.999999999999999,-29399878.2662311,26954,552354559742,-18426970.8664713,1432653,1432653,1444544.47058824,1440739.2,26954,539456,5357666,-16339593.1565239,1.1630141929241e+20,3745.26034518611,7.70042281832675,8803.28155541693,68783.3794274624,4222.97200031962,0.299703776868988,433.150966936993,0.0199263827406891,0.121380239441364,0.874699436693295,0.0366864467485048,0.246645670380788,97241935.0885936,193.653377630122,73.9036544850498,0.00124721172903876,0.216714039621016,12.0586932447398,0.0562233060348956,3.01403876266726,26910548.1015153,1278167733.98228
628590,106881757551506784,1732604,6.75704288909717e+29,-5.37477299924652e+23,427527030206014208,13004,0.999999999999939,-4806042.33827931,13004,17666016076,-2959633.75739046,264000,264000,269737.058823529,267901.2,13004,86662,1391784,-3660629.64118814,1479897920467176960,1930.01046462955,7.71019952560346,848.30863680759,3813.57876377843,460.83716648838,0.27962459110429,206.385237895912,0.0527310986197357,0.0796558939053093,0.618641417990544,0.0234237389580887,0.200693412225536,18604949.7094972,36.7765363128492,10.3743016759777,0.00131698990552989,0.29096834264432,10.1340782122905,0.073922900655154,1.71286884751977,4812936.10114215,140502215
3241778,15238954693948841984,9122386,2.56236722546459e+33,-3.95210313924672e+26,60955818775795351552,35224,0.999999999999999,-29440468.5288936,35224,538618277428,-18432760.5892864,1432458,1432458,1447998,1443025.2,35224,517892,6529536,-21455565.8403163,2.57589476911504e+20,4970.72648488692,7.13094483195942,6232.10711266117,23324.5186535616,4474.24676006658,0.324701217149299,654.995349820334,0.0260536630563629,0.126984054378814,0.827380959337373,0.0429259352225546,0.270237525919176,83931822.5417661,288.877486077963,123.531424025457,0.00173057780922892,0.303443162733139,8.55688146380271,0.0800549363869345,2.45505913771211,40239774.6008873,631532366.144789
1579391,2149018680543033344,3428644,8.57707154737723e+31,-2.71531117772259e+25,8596074722172106752,26742,0.999999999999994,-16814066.4948061,26742,251233376334,-10674828.8820706,848141,848141,859938.941176471,856163.6,26742,362378,4625246,-15051481.0368737,90979033450231398400,4158.51596686256,5.59031367273242,3954.24683140976,9946.59066770516,2753.48000110143,0.407888629265107,454.501947178362,0.0327294047850793,0.113950372493046,0.655794739072101,0.0480141253253382,0.219800190651036,55230468.9711752,217.89800443459,55.1419068736142,0.00209034363209952,0.360956208425721,9.60421286031042,0.0745101052561253,2.26923839235117,18389127.3548765,250099914.537694
957914,344342676916910464,2744512,5.05548082252989e+30,-2.63880109104911e+24,1377370707667626496,15484,0.999999999999978,-6855923.69858556,15480,41363982502,-4276486.76760679,367526.666666667,367526.4,374355.247058824,372170.133333333,15476.5,162028,1971680,-5067850.68978277,3773416805264688640,2222.3232866882,7.01124267432125,1393.24446836503,9357.80444922856,312.637736049648,0.326403008677856,280.041502212654,0.0444131629969988,0.122843930538335,0.705789586634109,0.0501883834175399,0.245889865826381,19745483.8110048,96.311004784689,31.6985645933014,0.00222039255265464,0.360833333333333,7.76794258373206,0.083693480750841,2.04206082360505,3193219.53771066,182542760.196172
1084723,585458583037976704,2674068,1.10218098124851e+31,-5.08047759775714e+24,2341834332151873536,32274,0.999999999999972,-9244007.88162031,32266,81594711726,-5816468.08999656,481444.333333333,481443.8,495677.670588235,491123.066666667,32259,254116,2809898,-7887616.62391587,13812906843401928704,5094.72579293836,5.59425493716338,775.233692399761,3583.80777977259,249.741699497972,0.380971972870537,893.935846798324,0.0670096684805929,0.157963601795752,0.808758463812097,0.0673364347797484,0.252504650964175,15883758.2399643,278.967885816235,87.5156110615522,0.00449538230800387,0.404439984141144,6.96877787689563,0.115009643581005,1.63248201502249,3315546.22305456,93924221.6779661
821612,358752867931659136,1718108,3.87479146485533e+30,-2.3580437236423e+24,1435011471726624000,12520,0.999999999999982,-10022401.2493759,12520,139144641684,-6441314.3565959,525190,525190,530713.529411765,528946,12520,360100,2331464,-8736140.31338845,18113554537176743936,1856.56827545615,6.22925250147145,8876.30503237198,11538.8125367863,8533.67967677065,0.392654380027467,197.885226603885,0.0255238281235329,0.113685655001061,0.502690940564401,0.0474186895578575,0.285501721683731,28779262.7649824,554.797884841363,81.054054054054,0.00319611208551008,0.355568612090351,4.04347826086957,0.0994844089491286,1.19018339986336,25633807.583632,53042485.2608696
1504695,1308035244149520896,4405926,4.73844078857835e+31,-1.5745535943592e+25,5232140976598043648,38734,0.999999999999985,-10852747.6281439,38666,85358715956,-6751281.48512639,558406.333333333,558401.8,575450.729411765,569997.066666667,38606.5,222102,3223786,-8224343.43360005,1.571666734966e+19,5874.90057456907,7.1311516362728,743.957182113415,5192.55778166375,281.3643763705,0.279155216920643,1368.88938296278,0.0691214001788903,0.214313260741096,1.41541424274465,0.0708106590973592,0.366456890269211,3540282.63297491,292.625806451613,192.975627240143,0.00481760445913325,0.260004978096376,10.3519713261649,0.110558502826242,3.53472193242777,1020440.21485305,26887984.5641577
4194157,24684833122194391040,13334910,6.9476692157109e+33,-8.28256132311799e+26,98739332488777531392,27938,0.999999999999999,-28457527.3312827,27930,652139168278,-18189578.8710243,1389306.33333333,1389305.8,1401626.72941176,1397684.26666667,27923,580070,7287814,-19012411.8005768,1.7585274897506e+20,5369.16693505099,9.6935050993022,8859.76959205582,71916.0335480408,1479.44145121369,0.137732413371504,505.151905528717,0.0212133633941381,0.12207099459033,1.17506857645114,0.0178453367518746,0.222695872304102,130032593.046559,266.653846153846,65.2105263157895,0.0014062535583339,0.127340024741341,11.7115384615385,0.0285210846479127,2.56964559425937,11184472.6736834,1763995208.79049
1055198,416392773438376704,3228432,7.41804708493734e+30,-3.51500850593086e+24,1665571093753484800,22228,0.999999999999973,-6801524.54556818,22228,39673759340,-4252950.87137026,362856,362856,372662.470588235,369524.4,22228,141588,2021636,-4789731.91436961,3199795271862165504,3859.24104788637,8.01199285532024,751.257633750106,6756.6883558731,125.290934833149,0.204073459782824,653.104618525134,0.0626612232715799,0.179991156689051,1.38043820416196,0.0382160399274542,0.363696858649155,10431180.3534884,227.267441860465,121.893023255814,0.00458353763830558,0.183587855297158,10.643023255814,0.067709881450916,3.93183620063938,986431.048937338,129546002.086047
596544,69714137066351352,1955060,3.96938134940535e+29,-3.3269926087113e+23,278856548265393984,11400,0.999999999999918,-3381179.48679151,11400,11185883892,-2103541.10605881,190202,190202,195231.411764706,193622,11400,74416,935632,-2008228.25756168,253789266128626496,1933.67407407407,9.16940418679549,693.408534621578,7392.22125603865,98.9062287529075,0.184763598139202,297.840579710145,0.0630706574176578,0.157654702618707,1.39000460386924,0.0296027639844831,0.303909314031393,4714620.77160494,138.855967078189,52.8724279835391,0.00493596449355582,0.133332190214906,12.8312757201646,0.0342894434403317,4.00967325025124,374251.695304641,74388117.909465
3301929,20202780416253407232,7057030,3.52424734822691e+33,-5.33665045918458e+26,80811121665013547008,88066,0.999999999999998,-38071099.2009068,88058,1122825340854,-24350187.0976601,1808974.33333333,1808973.8,1847821.78823529,1835390.66666667,88051,818948,10242222,-35131962.402119,1.09482227306507e+21,15067.9839959383,4.82263084700117,3080.50411690691,8037.09224961921,2334.70783757533,0.422143918824456,4418.90432882276,0.048827571340034,0.273901620648127,1.43571651386303,0.110052777319357,0.433367400433813,31647913.3907195,2102.7061668682,1269.58887545345,0.00713103931448897,0.35012335415827,5.80229746070133,0.154330919555025,2.50807587508473,19309644.762996,126669571.463875
