"image","sym_d"
"ISIC_0000303_Segmentation.png",120410.10364354
"ISIC_0000313_Segmentation.png",29672.2404049539
"ISIC_0000314_Segmentation.png",44080.0190406379
"ISIC_0000315_Segmentation.png",21327.7874385669
"ISIC_0000316_Segmentation.png",52051.1117666546
"ISIC_0000317_Segmentation.png",4299.69876165076
"ISIC_0000321_Segmentation.png",58767.0488302682
"ISIC_0000322_Segmentation.png",38370.5053070437
"ISIC_0000323_Segmentation.png",11325.0848319969
"ISIC_0000324_Segmentation.png",47762.9754517409
"ISIC_0000326_Segmentation.png",20468.7090289118
"ISIC_0000330_Segmentation.png",22890.6743914156
"ISIC_0000331_Segmentation.png",39830.089220458
"ISIC_0000332_Segmentation.png",18387.6531512746
"ISIC_0000333_Segmentation.png",30389.7065996993
"ISIC_0000336_Segmentation.png",17877.7571264496
"ISIC_0000337_Segmentation.png",72704.4116079381
"ISIC_0000338_Segmentation.png",19705.5453769602
"ISIC_0000339_Segmentation.png",18496.5372694077
"ISIC_0000341_Segmentation.png",30494.6673806423
"ISIC_0000342_Segmentation.png",22661.9162776497
"ISIC_0000344_Segmentation.png",54182.9306895324
"ISIC_0000345_Segmentation.png",6412.91658380231
"ISIC_0000346_Segmentation.png",30881.3185861933
"ISIC_0000347_Segmentation.png",9584.18676509056
"ISIC_0000348_Segmentation.png",28331.0013620344
"ISIC_0000349_Segmentation.png",16733.5884174468
"ISIC_0000350_Segmentation.png",23333.5843687876
"ISIC_0000351_Segmentation.png",15720.1431115477
"ISIC_0000352_Segmentation.png",14222.1987857622
"ISIC_0000353_Segmentation.png",32131.1687810912
"ISIC_0000355_Segmentation.png",51633.5810840913
"ISIC_0000358_Segmentation.png",23250.4734825604
"ISIC_0000359_Segmentation.png",91359.6224028183
"ISIC_0000360_Segmentation.png",10826.774808343
"ISIC_0000361_Segmentation.png",45523.4747513221
"ISIC_0000363_Segmentation.png",28543.5970665234
"ISIC_0000364_Segmentation.png",63747.4642870905
"ISIC_0000365_Segmentation.png",19196.7686874383
"ISIC_0000366_Segmentation.png",8574.74848240159
"ISIC_0000372_Segmentation.png",36024.4555763562
"ISIC_0000374_Segmentation.png",19249.5737494368
"ISIC_0000376_Segmentation.png",402309.56660158
"ISIC_0000379_Segmentation.png",842810.382495002
"ISIC_0000381_Segmentation.png",416368.306655889
"ISIC_0000382_Segmentation.png",399996.917788183
"ISIC_0000383_Segmentation.png",373306.870477677
"ISIC_0000384_Segmentation.png",110150.360748442
"ISIC_0000386_Segmentation.png",359355.800180343
"ISIC_0000387_Segmentation.png",223421.818053492
"ISIC_0000391_Segmentation.png",834465.687009176
"ISIC_0000395_Segmentation.png",892932.800290861
"ISIC_0000397_Segmentation.png",496665.720805757
"ISIC_0000403_Segmentation.png",281598.219783595
"ISIC_0000408_Segmentation.png",1421438.02585538
"ISIC_0000409_Segmentation.png",136852.206760985
"ISIC_0000410_Segmentation.png",268439.754364092
"ISIC_0000412_Segmentation.png",707582.932688136
"ISIC_0000413_Segmentation.png",1052695.00266274
"ISIC_0000415_Segmentation.png",1317071.62244642
"ISIC_0000416_Segmentation.png",307224.159776299
"ISIC_0000419_Segmentation.png",727358.908304768
"ISIC_0000421_Segmentation.png",395895.607419261
"ISIC_0000423_Segmentation.png",709977.668913267
"ISIC_0000425_Segmentation.png",880028.695263227
"ISIC_0000426_Segmentation.png",1170118.64883652
"ISIC_0000427_Segmentation.png",608056.100361339
"ISIC_0000431_Segmentation.png",235867.023555349
"ISIC_0000434_Segmentation.png",626937.81443367
"ISIC_0000436_Segmentation.png",1082117.41616205
"ISIC_0000439_Segmentation.png",167702.366491805
"ISIC_0000442_Segmentation.png",418032.05482387
"ISIC_0000443_Segmentation.png",224797.042698512
"ISIC_0000444_Segmentation.png",236640.134393841
"ISIC_0000445_Segmentation.png",271503.75465581
"ISIC_0000447_Segmentation.png",94597.2132048115
"ISIC_0000451_Segmentation.png",355771.949564193
"ISIC_0000452_Segmentation.png",632542.389739652
"ISIC_0000454_Segmentation.png",863165.983688289
"ISIC_0000457_Segmentation.png",84436.2426584907
"ISIC_0000458_Segmentation.png",55209.8134651278
"ISIC_0000460_Segmentation.png",39797.2223001266
"ISIC_0000461_Segmentation.png",74445.1682135806
"ISIC_0000463_Segmentation.png",542276.487210266
"ISIC_0000467_Segmentation.png",155724.749812032
"ISIC_0000468_Segmentation.png",146352.805061862
"ISIC_0000469_Segmentation.png",61366.4181911194
"ISIC_0000471_Segmentation.png",32600.3546704677
"ISIC_0000473_Segmentation.png",320108.333664689
"ISIC_0000474_Segmentation.png",111086.913423554
"ISIC_0000475_Segmentation.png",91381.7461792906
"ISIC_0000478_Segmentation.png",151817.533554225
"ISIC_0000481_Segmentation.png",153162.607318234
"ISIC_0000483_Segmentation.png",71532.3610843259
"ISIC_0000485_Segmentation.png",150827.506911972
"ISIC_0000486_Segmentation.png",40450.0593802296
"ISIC_0000488_Segmentation.png",36583.1376312104
"ISIC_0000489_Segmentation.png",64175.1532635082
"ISIC_0000492_Segmentation.png",34735.2308239023
"ISIC_0000493_Segmentation.png",102408.927188795
"ISIC_0000495_Segmentation.png",46257.7276696634
"ISIC_0000496_Segmentation.png",54990.7410442476
"ISIC_0000498_Segmentation.png",63569.8527653513
"ISIC_0000500_Segmentation.png",44111.4001131782
"ISIC_0000503_Segmentation.png",53361.0904694698
"ISIC_0000504_Segmentation.png",391806.221165717
"ISIC_0000505_Segmentation.png",33661.309880237
"ISIC_0000506_Segmentation.png",22620.334466425
"ISIC_0000507_Segmentation.png",56754.4001186071
"ISIC_0000511_Segmentation.png",117516.634258177
"ISIC_0000513_Segmentation.png",60283.0734272356
"ISIC_0000514_Segmentation.png",28495.6477218805
"ISIC_0000516_Segmentation.png",82109.3795183359
"ISIC_0000517_Segmentation.png",173278.705368566
"ISIC_0000520_Segmentation.png",331204.074047396
"ISIC_0000522_Segmentation.png",70793.3916352344
"ISIC_0000523_Segmentation.png",48351.1252814701
"ISIC_0000524_Segmentation.png",71488.8387945533
"ISIC_0000530_Segmentation.png",52179.1539322547
"ISIC_0000535_Segmentation.png",37746.7505913364
"ISIC_0000536_Segmentation.png",10186.575854586
"ISIC_0000541_Segmentation.png",57826.2761679925
"ISIC_0000542_Segmentation.png",77824.2364435794
"ISIC_0000543_Segmentation.png",50857.1708620519
"ISIC_0000545_Segmentation.png",67678.1861094688
"ISIC_0000546_Segmentation.png",59988.0239041875
"ISIC_0000548_Segmentation.png",40104.1200370964
"ISIC_0000552_Segmentation.png",64888.1917710941
"ISIC_0000554_Segmentation.png",62632.9512794985
"ISIC_0000556_Segmentation.png",95906.0536998536
"ISIC_0000882_Segmentation.png",164469.786928088
"ISIC_0000999_Segmentation.png",160037.44907715
"ISIC_0001102_Segmentation.png",996307.798892856
"ISIC_0001105_Segmentation.png",309812.971497228
"ISIC_0001118_Segmentation.png",1788747.29259693
"ISIC_0001119_Segmentation.png",115436.838235148
"ISIC_0001133_Segmentation.png",528013.202015044
"ISIC_0001134_Segmentation.png",167732.250097372
"ISIC_0001140_Segmentation.png",340640.979951556
"ISIC_0001148_Segmentation.png",639151.324657667
"ISIC_0001163_Segmentation.png",184253.953938039
"ISIC_0001184_Segmentation.png",177994.140530528
"ISIC_0001187_Segmentation.png",132719.368357262
"ISIC_0001188_Segmentation.png",140983.576504955
"ISIC_0001213_Segmentation.png",157552.88590476
"ISIC_0001216_Segmentation.png",125392.748131479
"ISIC_0001247_Segmentation.png",103209.606764451
"ISIC_0001254_Segmentation.png",125627.84532734
"ISIC_0001267_Segmentation.png",108788.543272029
"ISIC_0001275_Segmentation.png",97182.7014390816
"ISIC_0001286_Segmentation.png",112330.179947633
"ISIC_0001296_Segmentation.png",100951.755382726
"ISIC_0001306_Segmentation.png",62755.5926851009
"ISIC_0001372_Segmentation.png",112617.151466423
"ISIC_0001423_Segmentation.png",134861.129798859
"ISIC_0001442_Segmentation.png",145078.52016324
"ISIC_0002206_Segmentation.png",93904.2013621252
"ISIC_0002251_Segmentation.png",194042.399895008
"ISIC_0002287_Segmentation.png",200410.891572081
"ISIC_0002353_Segmentation.png",128419.017000382
"ISIC_0002374_Segmentation.png",94961.122299735
"ISIC_0002438_Segmentation.png",142584.013982611
"ISIC_0002439_Segmentation.png",168852.677869355
"ISIC_0002453_Segmentation.png",115608.44256531
"ISIC_0002459_Segmentation.png",160462.23915181
"ISIC_0002469_Segmentation.png",165528.747656996
"ISIC_0002488_Segmentation.png",95534.0026182668
"ISIC_0002489_Segmentation.png",160272.014222939
"ISIC_0002647_Segmentation.png",157672.393698677
"ISIC_0002780_Segmentation.png",205451.140318348
"ISIC_0002806_Segmentation.png",490056.237680408
"ISIC_0002879_Segmentation.png",139951.335764739
"ISIC_0002885_Segmentation.png",282683.817819464
"ISIC_0002948_Segmentation.png",105705.470686376
"ISIC_0002975_Segmentation.png",153210.455770129
"ISIC_0002976_Segmentation.png",148306.305695366
"ISIC_0003005_Segmentation.png",150629.462284557
"ISIC_0003308_Segmentation.png",162410.467128858
"ISIC_0003346_Segmentation.png",110047.992360836
"ISIC_0004309_Segmentation.png",114848.164869415
"ISIC_0004985_Segmentation.png",193880.701025708
"ISIC_0005187_Segmentation.png",106783.668204687
"ISIC_0005247_Segmentation.png",169549.773317204
"ISIC_0005548_Segmentation.png",222437.953609381
"ISIC_0005564_Segmentation.png",487449.181929826
"ISIC_0005639_Segmentation.png",341776.783906357
"ISIC_0005787_Segmentation.png",194739.551633498
"ISIC_0006021_Segmentation.png",233431.850700997
"ISIC_0006114_Segmentation.png",93903.2872429685
"ISIC_0006326_Segmentation.png",153142.249475873
"ISIC_0006350_Segmentation.png",216287.816585474
"ISIC_0006612_Segmentation.png",236526.847042144
"ISIC_0006776_Segmentation.png",126764.384278191
"ISIC_0006800_Segmentation.png",150359.567375037
"ISIC_0006940_Segmentation.png",222783.277858453
"ISIC_0006982_Segmentation.png",334895.256335807
"ISIC_0007038_Segmentation.png",117083.92193226
"ISIC_0007475_Segmentation.png",224029.588213102
"ISIC_0007760_Segmentation.png",139203.894040635
"ISIC_0007788_Segmentation.png",377881.97003883
"ISIC_0008145_Segmentation.png",94106.9579415492
"ISIC_0008236_Segmentation.png",248638.348192113
"ISIC_0008294_Segmentation.png",53458.0722987014
"ISIC_0008347_Segmentation.png",116134.179957729
"ISIC_0008396_Segmentation.png",111950.5952366
"ISIC_0008403_Segmentation.png",175672.292523213
"ISIC_0008524_Segmentation.png",90978.7871385958
"ISIC_0008528_Segmentation.png",321000.747446339
"ISIC_0008541_Segmentation.png",117217.764450049
"ISIC_0008552_Segmentation.png",150601.463856994
"ISIC_0008807_Segmentation.png",149213.167022601
"ISIC_0008879_Segmentation.png",117426.527436075
"ISIC_0008913_Segmentation.png",617004.169172922
"ISIC_0008993_Segmentation.png",133370.837602781
"ISIC_0009160_Segmentation.png",128888.170252559
"ISIC_0009188_Segmentation.png",128518.012002203
"ISIC_0009252_Segmentation.png",114602.794884334
"ISIC_0009297_Segmentation.png",195881.264238813
"ISIC_0009344_Segmentation.png",214825.483622304
"ISIC_0009430_Segmentation.png",143423.159071151
"ISIC_0009504_Segmentation.png",114950.335546129
"ISIC_0009505_Segmentation.png",99051.2896120635
"ISIC_0009533_Segmentation.png",227030.521453944
"ISIC_0009583_Segmentation.png",164363.777283145
"ISIC_0009599_Segmentation.png",256466.703843491
"ISIC_0009800_Segmentation.png",201810.043573382
"ISIC_0009868_Segmentation.png",42970.7163935881
"ISIC_0009870_Segmentation.png",8969.43143882646
"ISIC_0009873_Segmentation.png",63303.2601347929
"ISIC_0009875_Segmentation.png",79022.2634469372
"ISIC_0009877_Segmentation.png",58675.4720665633
"ISIC_0009883_Segmentation.png",41749.3232196158
"ISIC_0009884_Segmentation.png",25718.5376437828
"ISIC_0009895_Segmentation.png",51494.5528040165
"ISIC_0009896_Segmentation.png",73112.6583134554
"ISIC_0009897_Segmentation.png",148568.809500873
"ISIC_0009900_Segmentation.png",99644.3543525867
"ISIC_0009905_Segmentation.png",48221.9291654427
"ISIC_0009909_Segmentation.png",48176.6091927058
"ISIC_0009910_Segmentation.png",86915.5697902341
"ISIC_0009911_Segmentation.png",34265.0432700542
"ISIC_0009915_Segmentation.png",84648.3536972969
"ISIC_0009917_Segmentation.png",25855.1225834241
"ISIC_0009919_Segmentation.png",81934.0272174736
"ISIC_0009921_Segmentation.png",152792.934982401
"ISIC_0009929_Segmentation.png",4786.19447691552
"ISIC_0009932_Segmentation.png",57524.8633533633
"ISIC_0009933_Segmentation.png",46908.9899044002
"ISIC_0009935_Segmentation.png",33001.2683158301
"ISIC_0009936_Segmentation.png",7910.18912035726
"ISIC_0009937_Segmentation.png",16176.2407670693
"ISIC_0009938_Segmentation.png",60219.0352515877
"ISIC_0009939_Segmentation.png",58657.3556114701
"ISIC_0009944_Segmentation.png",28246.0878315536
"ISIC_0009947_Segmentation.png",37877.3353591103
"ISIC_0009949_Segmentation.png",48041.1164918292
"ISIC_0009950_Segmentation.png",59503.7680519788
"ISIC_0009951_Segmentation.png",79336.4144764439
"ISIC_0009953_Segmentation.png",87203.3603105768
"ISIC_0009960_Segmentation.png",8345.9210495796
"ISIC_0009961_Segmentation.png",85167.0663031971
"ISIC_0009962_Segmentation.png",152683.817135253
"ISIC_0009966_Segmentation.png",47801.9504310359
"ISIC_0009967_Segmentation.png",42583.3346297296
"ISIC_0009968_Segmentation.png",106517.930066548
"ISIC_0009969_Segmentation.png",72188.4041859477
"ISIC_0009972_Segmentation.png",24577.8965952967
"ISIC_0009973_Segmentation.png",64169.9017421315
"ISIC_0009974_Segmentation.png",99507.9308027962
"ISIC_0009975_Segmentation.png",52045.7483757095
"ISIC_0009976_Segmentation.png",28654.092287447
"ISIC_0009978_Segmentation.png",47902.1975785995
"ISIC_0009981_Segmentation.png",16279.6974627135
"ISIC_0009983_Segmentation.png",143136.473091279
"ISIC_0009991_Segmentation.png",63755.4949523821
"ISIC_0009995_Segmentation.png",218680.817832305
"ISIC_0010000_Segmentation.png",130756.757415705
"ISIC_0010001_Segmentation.png",90235.7729112163
"ISIC_0010002_Segmentation.png",69129.8322985039
"ISIC_0010003_Segmentation.png",12863.5481564247
"ISIC_0010005_Segmentation.png",124737.883182043
"ISIC_0010010_Segmentation.png",26958.4854891703
"ISIC_0010014_Segmentation.png",37229.460014866
"ISIC_0010015_Segmentation.png",68071.0317268728
"ISIC_0010017_Segmentation.png",100471.010410059
"ISIC_0010021_Segmentation.png",127137.757714525
"ISIC_0010025_Segmentation.png",38722.7450052033
"ISIC_0010032_Segmentation.png",30635.7085519648
"ISIC_0010035_Segmentation.png",137178.384814392
"ISIC_0010036_Segmentation.png",109596.994312362
"ISIC_0010040_Segmentation.png",62257.4968379482
"ISIC_0010043_Segmentation.png",78574.5142792326
"ISIC_0010046_Segmentation.png",30045.1582902326
"ISIC_0010051_Segmentation.png",150635.84106867
"ISIC_0010052_Segmentation.png",23013.2192272079
"ISIC_0010054_Segmentation.png",72662.2094821078
"ISIC_0010056_Segmentation.png",228435.310102194
"ISIC_0010057_Segmentation.png",136621.599384565
"ISIC_0010060_Segmentation.png",11645.1966404241
"ISIC_0010063_Segmentation.png",209489.360925868
"ISIC_0010064_Segmentation.png",33770.2837099843
"ISIC_0010065_Segmentation.png",238130.355555912
"ISIC_0010066_Segmentation.png",69680.7546361533
"ISIC_0010067_Segmentation.png",47206.9417465431
"ISIC_0010074_Segmentation.png",55591.9424584717
"ISIC_0010075_Segmentation.png",148329.14147737
"ISIC_0010078_Segmentation.png",110298.227145533
"ISIC_0010079_Segmentation.png",106243.97187311
"ISIC_0010080_Segmentation.png",48216.4589966405
"ISIC_0010083_Segmentation.png",106453.388902122
"ISIC_0010086_Segmentation.png",44215.6727751717
"ISIC_0010087_Segmentation.png",7645.9463156522
"ISIC_0010090_Segmentation.png",10164.4920045271
"ISIC_0010091_Segmentation.png",102231.330407076
"ISIC_0010093_Segmentation.png",141126.975030726
"ISIC_0010101_Segmentation.png",129709.766823393
"ISIC_0010102_Segmentation.png",67218.3296234313
"ISIC_0010104_Segmentation.png",12337.178709665
"ISIC_0010105_Segmentation.png",34556.3381980849
"ISIC_0010169_Segmentation.png",196892.339302529
"ISIC_0010170_Segmentation.png",29903.2257655969
"ISIC_0010174_Segmentation.png",65432.9880359509
"ISIC_0010177_Segmentation.png",9865.15961576095
"ISIC_0010178_Segmentation.png",27940.8460733781
"ISIC_0010182_Segmentation.png",9459.53491917398
"ISIC_0010184_Segmentation.png",22016.3414336471
"ISIC_0010185_Segmentation.png",20273.4247464504
"ISIC_0010186_Segmentation.png",80151.3391096128
"ISIC_0010189_Segmentation.png",234581.200188459
"ISIC_0010203_Segmentation.png",19067.7963046098
"ISIC_0010204_Segmentation.png",233766.82532889
"ISIC_0010205_Segmentation.png",21451.2597543276
"ISIC_0010212_Segmentation.png",82337.05997412
"ISIC_0010213_Segmentation.png",61167.6718067177
"ISIC_0010218_Segmentation.png",53286.9135594101
"ISIC_0010219_Segmentation.png",47963.9725594755
"ISIC_0010220_Segmentation.png",17814.1890800249
"ISIC_0010222_Segmentation.png",199004.322619109
"ISIC_0010225_Segmentation.png",32480.8172894342
"ISIC_0010226_Segmentation.png",35292.8099188991
"ISIC_0010227_Segmentation.png",23826.6107935696
"ISIC_0010228_Segmentation.png",206249.769818147
"ISIC_0010230_Segmentation.png",21486.6587621217
"ISIC_0010232_Segmentation.png",172494.082084536
"ISIC_0010233_Segmentation.png",76860.8351972352
"ISIC_0010235_Segmentation.png",200417.171535631
"ISIC_0010237_Segmentation.png",12514.6095423058
"ISIC_0010239_Segmentation.png",176110.162803032
"ISIC_0010240_Segmentation.png",45209.1801669365
"ISIC_0010241_Segmentation.png",50748.5438168866
"ISIC_0010242_Segmentation.png",86613.1170280947
"ISIC_0010244_Segmentation.png",8724.65815589236
"ISIC_0010246_Segmentation.png",22480.0290924915
"ISIC_0010247_Segmentation.png",62844.7945058029
"ISIC_0010248_Segmentation.png",80875.2260819169
"ISIC_0010251_Segmentation.png",8145.0080525643
"ISIC_0010262_Segmentation.png",25408.4249936404
"ISIC_0010263_Segmentation.png",8170.15908459122
"ISIC_0010265_Segmentation.png",35141.9877821816
"ISIC_0010266_Segmentation.png",18008.7930768465
"ISIC_0010267_Segmentation.png",129002.099912107
"ISIC_0010317_Segmentation.png",15020.8048444026
"ISIC_0010318_Segmentation.png",30362.9254292195
"ISIC_0010319_Segmentation.png",116674.761438083
"ISIC_0010320_Segmentation.png",163624.709058529
"ISIC_0010321_Segmentation.png",84588.5476628215
"ISIC_0010323_Segmentation.png",214942.943365836
"ISIC_0010324_Segmentation.png",192846.577141969
"ISIC_0010325_Segmentation.png",79197.4646996318
"ISIC_0010327_Segmentation.png",42666.5884424114
"ISIC_0010330_Segmentation.png",86148.9534379862
"ISIC_0010332_Segmentation.png",88357.2901269923
"ISIC_0010333_Segmentation.png",79990.4527375781
"ISIC_0010334_Segmentation.png",131015.434391755
"ISIC_0010335_Segmentation.png",164708.198388486
"ISIC_0010337_Segmentation.png",46327.2316071892
"ISIC_0010339_Segmentation.png",28272.0260932087
"ISIC_0010341_Segmentation.png",21312.7226787869
"ISIC_0010344_Segmentation.png",53736.5910553212
"ISIC_0010349_Segmentation.png",163951.757168466
"ISIC_0010351_Segmentation.png",17986.674473177
"ISIC_0010356_Segmentation.png",21562.7953894781
"ISIC_0010358_Segmentation.png",43523.5575061181
"ISIC_0010364_Segmentation.png",44434.5725604233
"ISIC_0010365_Segmentation.png",37561.615658564
"ISIC_0010367_Segmentation.png",27547.8955006711
"ISIC_0010370_Segmentation.png",80315.082119414
"ISIC_0010371_Segmentation.png",50943.8531852202
"ISIC_0010372_Segmentation.png",50144.8023686649
"ISIC_0010380_Segmentation.png",30907.103264036
"ISIC_0010382_Segmentation.png",202313.601610492
"ISIC_0010435_Segmentation.png",20237.9652167206
"ISIC_0010438_Segmentation.png",31742.7222634792
"ISIC_0010440_Segmentation.png",2645.12412426946
"ISIC_0010441_Segmentation.png",28744.4634030692
